idLigneBonCommandeSortie,fk_BonCommandeSortie,Article,designation,quantiteProduitCommande,priorite,termine,source
369051,BC-2861,BC3719,Barre Praline,150,1,0,groupe_ethique_et_sante
369052,BC-2861,PJ00178,Biscuit cacao pépite chocolat,648,1,0,groupe_ethique_et_sante
369053,BC-2861,10357,Biscuits au chocolat,648,1,0,groupe_ethique_et_sante
369054,BC-2861,13129,Biscuits fruits rouges,288,1,0,groupe_ethique_et_sante
369055,BC-2861,08730,Biscuits orange,360,1,0,groupe_ethique_et_sante
369056,BC-2861,12481,Boisson chocolat intense,150,1,0,groupe_ethique_et_sante
369057,BC-2861,PJ00288,Bouteille boisson café,84,1,0,groupe_ethique_et_sante
369058,BC-2861,PJ00153,BOUTEILLE BOISSON FRAMBOISE,132,1,0,groupe_ethique_et_sante
369059,BC-2861,PJ00157,BOUTEILLE BOISSON PÊCHE-PASSION,108,1,0,groupe_ethique_et_sante
369060,BC-2861,PJ00287,Bouteille boisson vanille,60,1,0,groupe_ethique_et_sante
369061,BC-2861,PB00666-01,Cake minute chocolat,130,1,0,groupe_ethique_et_sante
369062,BC-2861,13588,Cappuccino,150,1,0,groupe_ethique_et_sante
369063,BC-2861,BG349,Cereales chocolat,100,1,0,groupe_ethique_et_sante
369064,BC-2861,PJ00130,Chips oignon,160,1,0,groupe_ethique_et_sante
369065,BC-2861,PJ00292,Chorizo,200,1,0,groupe_ethique_et_sante
369066,BC-2861,CNCIRCU1,Confort Circulatoire (60),30,1,0,groupe_ethique_et_sante
369067,BC-2861,PLxxx,crème aux oeufs,150,1,0,groupe_ethique_et_sante
369068,BC-2861,12773,Desserts entremet vanille,150,1,0,groupe_ethique_et_sante
369069,BC-2861,BG504,Entremets pomme caramel,100,1,0,groupe_ethique_et_sante
369070,BC-2861,BG207,Entremets praline,100,1,0,groupe_ethique_et_sante
369071,BC-2861,BG427,Flan Patissier cafe,100,1,0,groupe_ethique_et_sante
369072,BC-2861,BG428,Flan Patissier caramel,100,1,0,groupe_ethique_et_sante
369073,BC-2861,BG426,Flan Patissier chocolat,200,1,0,groupe_ethique_et_sante
369074,BC-2861,BG434,Flan Patissier citron,100,1,0,groupe_ethique_et_sante
369075,BC-2861,BG425,Flan Patissier vanille,200,1,0,groupe_ethique_et_sante
369076,BC-2861,CNMGF2,M.G.F.2,90,1,0,groupe_ethique_et_sante
369077,BC-2861,CNOMEGA,OMEGA 3,30,1,0,groupe_ethique_et_sante
369078,BC-2861,PJ00131,PAIN CEREALES (2 tranches),1296,1,0,groupe_ethique_et_sante
369079,BC-2861,FS17,Pain de mie (2 tranches),750,1,0,groupe_ethique_et_sante
369080,BC-2861,PB01237,Pancake,130,1,0,groupe_ethique_et_sante
369081,BC-2861,PJ00147,Pate Fusilli,140,1,0,groupe_ethique_et_sante
369082,BC-2861,PJ00224,Saucisson,200,1,0,groupe_ethique_et_sante
369083,BC-2861,08223,Soupe de legumes,150,1,0,groupe_ethique_et_sante
369084,BC-2861,A0285-01,Soupe marocaine,150,1,0,groupe_ethique_et_sante
369085,BC-2861,PC01691,Stick draineur thé citron 7g,600,1,0,groupe_ethique_et_sante
369086,BC-2861,PC01692,Stick draineur thé fruits rouges  7g,300,1,0,groupe_ethique_et_sante
369087,BC-2861,PC01693,Stick draineur thé pêche 7g,600,1,0,groupe_ethique_et_sante
369088,BC-2861,PJ00160,TORTITOS BACON,160,1,0,groupe_ethique_et_sante
369089,BC-2861,PJ00159,TORTITOS POULET MAÏS,80,1,0,groupe_ethique_et_sante
369090,BC-2861,08205,Veloute asperge,150,1,0,groupe_ethique_et_sante
369091,BC-2861,08208,Veloute poulet curry,150,1,0,groupe_ethique_et_sante
375877,BC-2862,11786,Barre (Cacao)chocolat ronde,378,1,0,groupe_ethique_et_sante
375878,BC-2862,PJ00083,Barre crisp caramel,112,1,0,groupe_ethique_et_sante
375879,BC-2862,PJ00236,Barre crisp chocolat 35g,400,1,0,groupe_ethique_et_sante
375880,BC-2862,PJ00237,Barre crisp coco 35g,250,1,0,groupe_ethique_et_sante
375881,BC-2862,PJ00241,Barre crisp fruits rouges 35g,40,1,0,groupe_ethique_et_sante
375882,BC-2862,11787,Barre noix de coco (ronde),378,1,0,groupe_ethique_et_sante
375883,BC-2862,PB01021,Boisson café latte sans gluten,150,1,0,groupe_ethique_et_sante
375884,BC-2862,08220,Boisson peche mangue,150,1,0,groupe_ethique_et_sante
375885,BC-2862,PJ00284,Bouchées chocolat blanc,100,1,0,groupe_ethique_et_sante
375886,BC-2862,PJ00288,Bouteille boisson café,12,1,0,groupe_ethique_et_sante
375887,BC-2862,PJ00153,BOUTEILLE BOISSON FRAMBOISE,72,1,0,groupe_ethique_et_sante
375888,BC-2862,PJ00157,BOUTEILLE BOISSON PÊCHE-PASSION,72,1,0,groupe_ethique_et_sante
375889,BC-2862,PJ00287,Bouteille boisson vanille,24,1,0,groupe_ethique_et_sante
375890,BC-2862,PB00666-01,Cake minute chocolat,130,1,0,groupe_ethique_et_sante
375891,BC-2862,13588,Cappuccino,300,1,0,groupe_ethique_et_sante
375892,BC-2862,BG355,Cereales pomme cannelle,100,1,0,groupe_ethique_et_sante
375893,BC-2862,PJ00292,Chorizo,150,1,0,groupe_ethique_et_sante
375894,BC-2862,PLxxx,crème aux oeufs,150,1,0,groupe_ethique_et_sante
375895,BC-2862,PB01020,Dessert choco caramel pépite sans gluten,150,1,0,groupe_ethique_et_sante
375896,BC-2862,12771,Desserts chocolat,300,1,0,groupe_ethique_et_sante
375897,BC-2862,08225,Desserts fruits rouges,150,1,0,groupe_ethique_et_sante
375898,BC-2862,BG400,Entremets noix de coco,300,1,0,groupe_ethique_et_sante
375899,BC-2862,BG435,Entremets poire belle hel,300,1,0,groupe_ethique_et_sante
375900,BC-2862,BG504,Entremets pomme caramel,200,1,0,groupe_ethique_et_sante
375901,BC-2862,BG427,Flan Patissier cafe,400,1,0,groupe_ethique_et_sante
375902,BC-2862,BG428,Flan Patissier caramel,400,1,0,groupe_ethique_et_sante
375903,BC-2862,BG434,Flan Patissier citron,400,1,0,groupe_ethique_et_sante
375904,BC-2862,BG424,Flan Patissier pistache,400,1,0,groupe_ethique_et_sante
375905,BC-2862,BG425,Flan Patissier vanille,400,1,0,groupe_ethique_et_sante
375906,BC-2862,09976,Fromage blanc abricot,300,1,0,groupe_ethique_et_sante
375907,BC-2862,CNMGF2,M.G.F.2,30,1,0,groupe_ethique_et_sante
375908,BC-2862,09974,Mousse au chocolat,150,1,0,groupe_ethique_et_sante
375909,BC-2862,PJ00131,PAIN CEREALES (2 tranches),1008,1,0,groupe_ethique_et_sante
375910,BC-2862,FS17,Pain de mie (2 tranches),1200,1,0,groupe_ethique_et_sante
375911,BC-2862,PB01237,Pancake,130,1,0,groupe_ethique_et_sante
375912,BC-2862,PJ00147,Pate Fusilli,140,1,0,groupe_ethique_et_sante
375913,BC-2862,11664,Puree de pomme de terre,150,1,0,groupe_ethique_et_sante
375914,BC-2862,13589,Riz au lait,150,1,0,groupe_ethique_et_sante
375915,BC-2862,SRNPC4,SHAKER,75,1,0,groupe_ethique_et_sante
375916,BC-2862,08223,Soupe de legumes,150,1,0,groupe_ethique_et_sante
375917,BC-2862,PC01691,Stick draineur thé citron 7g,1200,1,0,groupe_ethique_et_sante
375918,BC-2862,PC01692,Stick draineur thé fruits rouges  7g,1200,1,0,groupe_ethique_et_sante
375919,BC-2862,PC01693,Stick draineur thé pêche 7g,1200,1,0,groupe_ethique_et_sante
375920,BC-2862,BG618,Veloute poireau,100,1,0,groupe_ethique_et_sante
375921,BC-2862,08208,Veloute poulet curry,150,1,0,groupe_ethique_et_sante
373243,BC-2863,BC3706,Barre céréalière Raisin amande,108,1,0,groupe_ethique_et_sante
373244,BC-2863,13129,Biscuits fruits rouges,288,1,0,groupe_ethique_et_sante
373245,BC-2863,08730,Biscuits orange,360,1,0,groupe_ethique_et_sante
373246,BC-2863,12481,Boisson chocolat intense,300,1,0,groupe_ethique_et_sante
373247,BC-2863,08218,Boisson orange,150,1,0,groupe_ethique_et_sante
373248,BC-2863,PJ00288,Bouteille boisson café,60,1,0,groupe_ethique_et_sante
373249,BC-2863,PJ00153,BOUTEILLE BOISSON FRAMBOISE,84,1,0,groupe_ethique_et_sante
373250,BC-2863,PJ00287,Bouteille boisson vanille,144,1,0,groupe_ethique_et_sante
373251,BC-2863,BG349,Cereales chocolat,200,1,0,groupe_ethique_et_sante
373252,BC-2863,BG355,Cereales pomme cannelle,100,1,0,groupe_ethique_et_sante
373253,BC-2863,BG357,Cereales vanille,100,1,0,groupe_ethique_et_sante
373254,BC-2863,PJ00130,Chips oignon,80,1,0,groupe_ethique_et_sante
373255,BC-2863,PB00684-01,Crêpes banane chocolat,150,1,0,groupe_ethique_et_sante
373256,BC-2863,BG309,Crepes orange,100,1,0,groupe_ethique_et_sante
373257,BC-2863,PB01240,Crêpes pomme caramel,150,1,0,groupe_ethique_et_sante
373258,BC-2863,12771,Desserts chocolat,150,1,0,groupe_ethique_et_sante
373259,BC-2863,12773,Desserts entremet vanille,150,1,0,groupe_ethique_et_sante
373260,BC-2863,BG418,Entremets banane,100,1,0,groupe_ethique_et_sante
373261,BC-2863,BG400,Entremets noix de coco,200,1,0,groupe_ethique_et_sante
373262,BC-2863,BG435,Entremets poire belle hel,300,1,0,groupe_ethique_et_sante
373263,BC-2863,BG504,Entremets pomme caramel,100,1,0,groupe_ethique_et_sante
373264,BC-2863,BG207,Entremets praline,100,1,0,groupe_ethique_et_sante
373265,BC-2863,BG427,Flan Patissier cafe,200,1,0,groupe_ethique_et_sante
373266,BC-2863,BG428,Flan Patissier caramel,300,1,0,groupe_ethique_et_sante
373267,BC-2863,BG426,Flan Patissier chocolat,400,1,0,groupe_ethique_et_sante
373268,BC-2863,BG434,Flan Patissier citron,100,1,0,groupe_ethique_et_sante
373269,BC-2863,BG424,Flan Patissier pistache,400,1,0,groupe_ethique_et_sante
373270,BC-2863,BG425,Flan Patissier vanille,100,1,0,groupe_ethique_et_sante
373271,BC-2863,09974,Mousse au chocolat,150,1,0,groupe_ethique_et_sante
373272,BC-2863,PJ00131,PAIN CEREALES (2 tranches),864,1,0,groupe_ethique_et_sante
373273,BC-2863,FS171RN310302,Pain de mie,24,1,0,groupe_ethique_et_sante
373274,BC-2863,PC01691,Stick draineur thé citron 7g,900,1,0,groupe_ethique_et_sante
373275,BC-2863,PC01692,Stick draineur thé fruits rouges  7g,600,1,0,groupe_ethique_et_sante
373276,BC-2863,PC01693,Stick draineur thé pêche 7g,300,1,0,groupe_ethique_et_sante
373277,BC-2863,PJ00160,TORTITOS BACON,80,1,0,groupe_ethique_et_sante
374113,BC-2864,BC3707,Barre céréalière Fruits rouges,432,1,0,groupe_ethique_et_sante
374114,BC-2864,BC3706,Barre céréalière Raisin amande,324,1,0,groupe_ethique_et_sante
374115,BC-2864,PJ00083,Barre crisp caramel,560,1,0,groupe_ethique_et_sante
374116,BC-2864,PJ00236,Barre crisp chocolat 35g,1000,1,0,groupe_ethique_et_sante
374117,BC-2864,PJ00237,Barre crisp coco 35g,300,1,0,groupe_ethique_et_sante
374118,BC-2864,PJ00241,Barre crisp fruits rouges 35g,240,1,0,groupe_ethique_et_sante
374119,BC-2864,BC3719,Barre Praline,450,1,0,groupe_ethique_et_sante
374120,BC-2864,BC3704,barre Vanille Amande (low sugar),300,1,0,groupe_ethique_et_sante
374121,BC-2864,PJ00178,Biscuit cacao pépite chocolat,1152,1,0,groupe_ethique_et_sante
374122,BC-2864,10357,Biscuits au chocolat,2160,1,0,groupe_ethique_et_sante
374123,BC-2864,13129,Biscuits fruits rouges,720,1,0,groupe_ethique_et_sante
374124,BC-2864,08730,Biscuits orange,1080,1,0,groupe_ethique_et_sante
374125,BC-2864,08218,Boisson orange,150,1,0,groupe_ethique_et_sante
374126,BC-2864,08220,Boisson peche mangue,300,1,0,groupe_ethique_et_sante
374127,BC-2864,PJ00153,BOUTEILLE BOISSON FRAMBOISE,180,1,0,groupe_ethique_et_sante
374128,BC-2864,PJ00157,BOUTEILLE BOISSON PÊCHE-PASSION,240,1,0,groupe_ethique_et_sante
374129,BC-2864,FS15MO341,Bulles BARBECUE,168,1,0,groupe_ethique_et_sante
374130,BC-2864,PJ00130,Chips oignon,80,1,0,groupe_ethique_et_sante
374131,BC-2864,PJ00292,Chorizo,100,1,0,groupe_ethique_et_sante
374132,BC-2864,BG427,Flan Patissier cafe,100,1,0,groupe_ethique_et_sante
374133,BC-2864,BG428,Flan Patissier caramel,100,1,0,groupe_ethique_et_sante
374134,BC-2864,BG426,Flan Patissier chocolat,100,1,0,groupe_ethique_et_sante
374135,BC-2864,BG434,Flan Patissier citron,100,1,0,groupe_ethique_et_sante
374136,BC-2864,BG424,Flan Patissier pistache,100,1,0,groupe_ethique_et_sante
374137,BC-2864,BG425,Flan Patissier vanille,100,1,0,groupe_ethique_et_sante
374138,BC-2864,PJ002239-01,Graines Mélanges,130,1,0,groupe_ethique_et_sante
374139,BC-2864,CNMGF2,M.G.F.2,60,1,0,groupe_ethique_et_sante
374140,BC-2864,CNOMEGA,OMEGA 3,30,1,0,groupe_ethique_et_sante
374141,BC-2864,PJ00131,PAIN CEREALES (2 tranches),2304,1,0,groupe_ethique_et_sante
374142,BC-2864,FS171RN310302,Pain de mie,40,1,0,groupe_ethique_et_sante
374143,BC-2864,sp-plaqCN,Plaquette CN A5 3 volets,100,1,0,groupe_ethique_et_sante
374144,BC-2864,SRNPC1,Sacs grand format,250,1,0,groupe_ethique_et_sante
374145,BC-2864,PJ00224,Saucisson,100,1,0,groupe_ethique_et_sante
374146,BC-2864,PC01691,Stick draineur thé citron 7g,600,1,0,groupe_ethique_et_sante
374147,BC-2864,PC01692,Stick draineur thé fruits rouges  7g,600,1,0,groupe_ethique_et_sante
374148,BC-2864,PC01693,Stick draineur thé pêche 7g,600,1,0,groupe_ethique_et_sante
374149,BC-2864,PJ00160,TORTITOS BACON,80,1,0,groupe_ethique_et_sante
374150,BC-2864,PJ00159,TORTITOS POULET MAÏS,80,1,0,groupe_ethique_et_sante
374953,BC-2865,CNSTRESS2,Anti stress 2,30,1,0,groupe_ethique_et_sante
374954,BC-2865,BC3707,Barre céréalière Fruits rouges,108,1,0,groupe_ethique_et_sante
374955,BC-2865,BC3706,Barre céréalière Raisin amande,216,1,0,groupe_ethique_et_sante
374956,BC-2865,PJ00083,Barre crisp caramel,224,1,0,groupe_ethique_et_sante
374957,BC-2865,PJ00236,Barre crisp chocolat 35g,200,1,0,groupe_ethique_et_sante
374958,BC-2865,PJ00237,Barre crisp coco 35g,200,1,0,groupe_ethique_et_sante
374959,BC-2865,PJ00241,Barre crisp fruits rouges 35g,160,1,0,groupe_ethique_et_sante
374960,BC-2865,BC3719,Barre Praline,150,1,0,groupe_ethique_et_sante
374961,BC-2865,BC3704,barre Vanille Amande (low sugar),150,1,0,groupe_ethique_et_sante
374962,BC-2865,PJ00178,Biscuit cacao pépite chocolat,288,1,0,groupe_ethique_et_sante
374963,BC-2865,PJ00284,Bouchées chocolat blanc,100,1,0,groupe_ethique_et_sante
374964,BC-2865,PJ00283,Bouchées chocolat noir,100,1,0,groupe_ethique_et_sante
374965,BC-2865,PJ00130,Chips oignon,80,1,0,groupe_ethique_et_sante
374966,BC-2865,PJ00292,Chorizo,100,1,0,groupe_ethique_et_sante
374967,BC-2865,CNCIRCU1,Confort Circulatoire (60),60,1,0,groupe_ethique_et_sante
374968,BC-2865,12771,Desserts chocolat,150,1,0,groupe_ethique_et_sante
374969,BC-2865,BG400,Entremets noix de coco,100,1,0,groupe_ethique_et_sante
374970,BC-2865,BG435,Entremets poire belle hel,100,1,0,groupe_ethique_et_sante
374971,BC-2865,BG504,Entremets pomme caramel,100,1,0,groupe_ethique_et_sante
374972,BC-2865,BG207,Entremets praline,100,1,0,groupe_ethique_et_sante
374973,BC-2865,BG428,Flan Patissier caramel,200,1,0,groupe_ethique_et_sante
374974,BC-2865,BG426,Flan Patissier chocolat,200,1,0,groupe_ethique_et_sante
374975,BC-2865,BG434,Flan Patissier citron,200,1,0,groupe_ethique_et_sante
374976,BC-2865,BG424,Flan Patissier pistache,200,1,0,groupe_ethique_et_sante
374977,BC-2865,BG425,Flan Patissier vanille,300,1,0,groupe_ethique_et_sante
374978,BC-2865,PJ002239-01,Graines Mélanges,130,1,0,groupe_ethique_et_sante
374979,BC-2865,CNMGF2,M.G.F.2,30,1,0,groupe_ethique_et_sante
374980,BC-2865,CNMULTIVIT,Multi-vitamines et Minéraux,60,1,0,groupe_ethique_et_sante
374981,BC-2865,CNOMEGA,OMEGA 3,30,1,0,groupe_ethique_et_sante
374982,BC-2865,FS18OF903,omelette fromage,100,1,0,groupe_ethique_et_sante
374983,BC-2865,PJ00131,PAIN CEREALES (2 tranches),1008,1,0,groupe_ethique_et_sante
374984,BC-2865,FS17,Pain de mie (2 tranches),450,1,0,groupe_ethique_et_sante
374985,BC-2865,SRNPC1,Sacs grand format,250,1,0,groupe_ethique_et_sante
374986,BC-2865,SRNPC2,Sacs petit format,300,1,0,groupe_ethique_et_sante
374987,BC-2865,PJ00224,Saucisson,150,1,0,groupe_ethique_et_sante
374991,BC-2865,PC01691,Stick draineur thé citron 7g,300,1,0,groupe_ethique_et_sante
374988,BC-2865,PC01692,Stick draineur thé fruits rouges  7g,300,1,0,groupe_ethique_et_sante
374989,BC-2865,PC01693,Stick draineur thé pêche 7g,600,1,0,groupe_ethique_et_sante
374990,BC-2865,PJ00160,TORTITOS BACON,80,1,0,groupe_ethique_et_sante
368084,BC-2866,BC3707,Barre céréalière Fruits rouges,108,1,0,groupe_ethique_et_sante
368046,BC-2866,PJ00083,Barre crisp caramel,504,1,0,groupe_ethique_et_sante
368041,BC-2866,PJ00236,Barre crisp chocolat 35g,900,1,0,groupe_ethique_et_sante
368060,BC-2866,PJ00237,Barre crisp coco 35g,200,1,0,groupe_ethique_et_sante
368047,BC-2866,PJ00241,Barre crisp fruits rouges 35g,440,1,0,groupe_ethique_et_sante
368068,BC-2866,11787,Barre noix de coco (ronde),126,1,0,groupe_ethique_et_sante
368064,BC-2866,BC3719,Barre Praline,150,1,0,groupe_ethique_et_sante
368043,BC-2866,BC3704,barre Vanille Amande (low sugar),900,1,0,groupe_ethique_et_sante
368037,BC-2866,PJ00178,Biscuit cacao pépite chocolat,1368,1,0,groupe_ethique_et_sante
368035,BC-2866,10357,Biscuits au chocolat,2304,1,0,groupe_ethique_et_sante
368038,BC-2866,13129,Biscuits fruits rouges,1080,1,0,groupe_ethique_et_sante
368040,BC-2866,08730,Biscuits orange,792,1,0,groupe_ethique_et_sante
368051,BC-2866,13579,Boisson chocolat au lait,300,1,0,groupe_ethique_et_sante
368053,BC-2866,12481,Boisson chocolat intense,450,1,0,groupe_ethique_et_sante
368048,BC-2866,PJ00153,BOUTEILLE BOISSON FRAMBOISE,384,1,0,groupe_ethique_et_sante
368062,BC-2866,PJ00157,BOUTEILLE BOISSON PÊCHE-PASSION,192,1,0,groupe_ethique_et_sante
368078,BC-2866,PJ00287,Bouteille boisson vanille,180,1,0,groupe_ethique_et_sante
368069,BC-2866,FS15MO341,Bulles BARBECUE,168,1,0,groupe_ethique_et_sante
368065,BC-2866,FS15O342,Bulles oignons,168,1,0,groupe_ethique_et_sante
368058,BC-2866,13588,Cappuccino,450,1,0,groupe_ethique_et_sante
368077,BC-2866,BG349,Cereales chocolat,100,1,0,groupe_ethique_et_sante
368057,BC-2866,PJ00129,Chips Barbecue,240,1,0,groupe_ethique_et_sante
368049,BC-2866,PJ00130,Chips oignon,320,1,0,groupe_ethique_et_sante
368088,BC-2866,PJ00292,Chorizo,750,1,0,groupe_ethique_et_sante
368074,BC-2866,PLxxx,crème aux oeufs,150,1,0,groupe_ethique_et_sante
368071,BC-2866,BG309,Crepes orange,100,1,0,groupe_ethique_et_sante
368052,BC-2866,12771,Desserts chocolat,300,1,0,groupe_ethique_et_sante
368081,BC-2866,BG418,Entremets banane,100,1,0,groupe_ethique_et_sante
368076,BC-2866,BG400,Entremets noix de coco,100,1,0,groupe_ethique_et_sante
368075,BC-2866,BG435,Entremets poire belle hel,100,1,0,groupe_ethique_et_sante
368073,BC-2866,BG504,Entremets pomme caramel,100,1,0,groupe_ethique_et_sante
368072,BC-2866,BG207,Entremets praline,100,1,0,groupe_ethique_et_sante
368066,BC-2866,BG427,Flan Patissier cafe,200,1,0,groupe_ethique_et_sante
368054,BC-2866,BG428,Flan Patissier caramel,300,1,0,groupe_ethique_et_sante
368061,BC-2866,BG426,Flan Patissier chocolat,300,1,0,groupe_ethique_et_sante
368063,BC-2866,BG434,Flan Patissier citron,200,1,0,groupe_ethique_et_sante
368067,BC-2866,BG424,Flan Patissier pistache,200,1,0,groupe_ethique_et_sante
368055,BC-2866,BG425,Flan Patissier vanille,300,1,0,groupe_ethique_et_sante
368056,BC-2866,PJ002239-01,Graines Mélanges,260,1,0,groupe_ethique_et_sante
368082,BC-2866,CNMGF2,M.G.F.2,90,1,0,groupe_ethique_et_sante
368070,BC-2866,09974,Mousse au chocolat,150,1,0,groupe_ethique_et_sante
368034,BC-2866,PJ00131,PAIN CEREALES (2 tranches),2304,1,0,groupe_ethique_et_sante
368045,BC-2866,FS17,Pain de mie (2 tranches),600,1,0,groupe_ethique_et_sante
368085,BC-2866,PB01237,Pancake,130,1,0,groupe_ethique_et_sante
368086,BC-2866,FS12MF139,parmentier,100,1,0,groupe_ethique_et_sante
368080,BC-2866,11664,Puree de pomme de terre,150,1,0,groupe_ethique_et_sante
368044,BC-2866,PJ00224,Saucisson,1050,1,0,groupe_ethique_et_sante
368087,BC-2866,SRNPC4,SHAKER,150,1,0,groupe_ethique_et_sante
368083,BC-2866,FS18SF800,Soupe aux cêpes,100,1,0,groupe_ethique_et_sante
368039,BC-2866,PC01691,Stick draineur thé citron 7g,900,1,0,groupe_ethique_et_sante
368042,BC-2866,PC01692,Stick draineur thé fruits rouges  7g,1200,1,0,groupe_ethique_et_sante
368036,BC-2866,PC01693,Stick draineur thé pêche 7g,2100,1,0,groupe_ethique_et_sante
368059,BC-2866,PJ00160,TORTITOS BACON,240,1,0,groupe_ethique_et_sante
368050,BC-2866,PJ00159,TORTITOS POULET MAÏS,320,1,0,groupe_ethique_et_sante
368079,BC-2866,08208,Veloute poulet curry,150,1,0,groupe_ethique_et_sante
370845,BC-2867,CNSTRESS2,Anti stress 2,30,1,0,groupe_ethique_et_sante
370846,BC-2867,11786,Barre (Cacao)chocolat ronde,252,1,0,groupe_ethique_et_sante
370847,BC-2867,BC3707,Barre céréalière Fruits rouges,648,1,0,groupe_ethique_et_sante
370848,BC-2867,BC3706,Barre céréalière Raisin amande,648,1,0,groupe_ethique_et_sante
370849,BC-2867,PJ00083,Barre crisp caramel,840,1,0,groupe_ethique_et_sante
370850,BC-2867,PJ00236,Barre crisp chocolat 35g,1000,1,0,groupe_ethique_et_sante
370851,BC-2867,PJ00237,Barre crisp coco 35g,750,1,0,groupe_ethique_et_sante
370852,BC-2867,PJ00241,Barre crisp fruits rouges 35g,120,1,0,groupe_ethique_et_sante
370853,BC-2867,BC3719,Barre Praline,300,1,0,groupe_ethique_et_sante
370854,BC-2867,BC3704,barre Vanille Amande (low sugar),300,1,0,groupe_ethique_et_sante
370855,BC-2867,PJ00178,Biscuit cacao pépite chocolat,792,1,0,groupe_ethique_et_sante
370856,BC-2867,10357,Biscuits au chocolat,5400,1,0,groupe_ethique_et_sante
370857,BC-2867,13129,Biscuits fruits rouges,1296,1,0,groupe_ethique_et_sante
370858,BC-2867,08730,Biscuits orange,2520,1,0,groupe_ethique_et_sante
370859,BC-2867,13579,Boisson chocolat au lait,300,1,0,groupe_ethique_et_sante
370860,BC-2867,12481,Boisson chocolat intense,300,1,0,groupe_ethique_et_sante
370861,BC-2867,PJ00283,Bouchées chocolat noir,200,1,0,groupe_ethique_et_sante
370862,BC-2867,PJ00153,BOUTEILLE BOISSON FRAMBOISE,72,1,0,groupe_ethique_et_sante
370863,BC-2867,PJ00157,BOUTEILLE BOISSON PÊCHE-PASSION,72,1,0,groupe_ethique_et_sante
370864,BC-2867,FS15O342,Bulles oignons,336,1,0,groupe_ethique_et_sante
370865,BC-2867,PJ00129,Chips Barbecue,480,1,0,groupe_ethique_et_sante
370866,BC-2867,PJ00130,Chips oignon,640,1,0,groupe_ethique_et_sante
370867,BC-2867,PJ00292,Chorizo,150,1,0,groupe_ethique_et_sante
370868,BC-2867,CNCIRCU1,Confort Circulatoire (60),30,1,0,groupe_ethique_et_sante
370869,BC-2867,PB01020,Dessert choco caramel pépite sans gluten,150,1,0,groupe_ethique_et_sante
370870,BC-2867,PB01020,Dessert choco caramel pépite sans gluten,150,1,0,groupe_ethique_et_sante
370871,BC-2867,12771,Desserts chocolat,300,1,0,groupe_ethique_et_sante
370872,BC-2867,BG400,Entremets noix de coco,200,1,0,groupe_ethique_et_sante
370873,BC-2867,BG435,Entremets poire belle hel,200,1,0,groupe_ethique_et_sante
370874,BC-2867,BG504,Entremets pomme caramel,200,1,0,groupe_ethique_et_sante
370875,BC-2867,BG207,Entremets praline,200,1,0,groupe_ethique_et_sante
370876,BC-2867,BG427,Flan Patissier cafe,200,1,0,groupe_ethique_et_sante
370877,BC-2867,BG428,Flan Patissier caramel,300,1,0,groupe_ethique_et_sante
370878,BC-2867,BG434,Flan Patissier citron,200,1,0,groupe_ethique_et_sante
370879,BC-2867,BG424,Flan Patissier pistache,300,1,0,groupe_ethique_et_sante
370880,BC-2867,BG425,Flan Patissier vanille,300,1,0,groupe_ethique_et_sante
370881,BC-2867,09976,Fromage blanc abricot,300,1,0,groupe_ethique_et_sante
370882,BC-2867,CNMGF2,M.G.F.2,90,1,0,groupe_ethique_et_sante
370883,BC-2867,09974,Mousse au chocolat,300,1,0,groupe_ethique_et_sante
370884,BC-2867,CNOMEGA,OMEGA 3,30,1,0,groupe_ethique_et_sante
370885,BC-2867,PJ00131,PAIN CEREALES (2 tranches),3600,1,0,groupe_ethique_et_sante
370886,BC-2867,FS17,Pain de mie (2 tranches),1800,1,0,groupe_ethique_et_sante
370887,BC-2867,PJ00147,Pate Fusilli,280,1,0,groupe_ethique_et_sante
370888,BC-2867,sp-plaqCN,Plaquette CN A5 3 volets,50,1,0,groupe_ethique_et_sante
370889,BC-2867,PRNPC3,Pulvérisateurs,100,1,0,groupe_ethique_et_sante
370890,BC-2867,PJ00224,Saucisson,500,1,0,groupe_ethique_et_sante
370891,BC-2867,SRNPC4,SHAKER,75,1,0,groupe_ethique_et_sante
370892,BC-2867,FS12MF993,spaghetti bolognaise,100,1,0,groupe_ethique_et_sante
370893,BC-2867,PC01691,Stick draineur thé citron 7g,3600,1,0,groupe_ethique_et_sante
370894,BC-2867,PC01692,Stick draineur thé fruits rouges  7g,2400,1,0,groupe_ethique_et_sante
370895,BC-2867,PC01693,Stick draineur thé pêche 7g,4500,1,0,groupe_ethique_et_sante
370896,BC-2867,PJ00160,TORTITOS BACON,240,1,0,groupe_ethique_et_sante
370897,BC-2867,PJ00159,TORTITOS POULET MAÏS,240,1,0,groupe_ethique_et_sante
372197,BC-2868,CNSTRESS2,Anti stress 2,30,1,0,groupe_ethique_et_sante
372198,BC-2868,BC3707,Barre céréalière Fruits rouges,216,1,0,groupe_ethique_et_sante
372199,BC-2868,BC3706,Barre céréalière Raisin amande,108,1,0,groupe_ethique_et_sante
372200,BC-2868,PJ00083,Barre crisp caramel,280,1,0,groupe_ethique_et_sante
372201,BC-2868,PJ00236,Barre crisp chocolat 35g,300,1,0,groupe_ethique_et_sante
372202,BC-2868,PJ00237,Barre crisp coco 35g,150,1,0,groupe_ethique_et_sante
